,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RH
269,2008-07-25,82,61,72,-2,63,67,0,7,0.0,29.26,29.99,5.5,23,6.9,73.3
270,2008-07-26,84,65,75,1,58,65,0,10,0.0,29.22,29.94,8.5,31,9.1,55.3
271,2008-07-27,83,62,73,-1,58,64,0,8,0.0,29.16,29.89,5.9,24,6.7,59.1
272,2008-07-28,85,66,76,2,63,67,0,11,0.0,29.16,29.87,4.0,7,6.1,64.2
273,2008-07-29,88,65,77,3,67,70,0,12,0.05,29.14,29.85,6.4,20,7.9,71.1
274,2008-07-30,89,72,81,7,65,70,0,16,0.0,29.04,29.75,7.8,27,8.6,58.3
275,2008-07-31,89,72,81,7,67,70,0,16,0.14,29.06,29.76,4.9,27,5.8,62.4
276,2008-08-01,89,68,79,6,68,72,0,14,1.05,29.09,29.79,3.1,31,5.7,69.1
277,2008-08-02,81,65,73,0,59,65,0,8,0.0,29.24,29.93,8.4,3,9.2,61.4
278,2008-08-03,84,61,73,0,61,66,0,8,0.0,29.24,29.96,5.3,18,6.0,65.9
279,2008-08-04,87,70,79,6,68,70,0,14,2.43,29.18,29.9,3.1,18,9.0,69.1
280,2008-08-05,87,69,78,5,67,71,0,13,0.0,29.24,29.93,6.2,31,7.4,68.6
281,2008-08-06,84,67,76,3,60,66,0,11,0.0,29.29,30.0,6.8,30,8.1,58.0
282,2008-08-07,82,64,73,0,56,63,0,8,0.0,29.26,29.98,7.8,34,9.4,55.0
283,2008-08-08,79,63,71,-2,54,61,0,6,0.0,29.29,30.01,4.5,2,7.4,54.7
284,2008-08-09,80,62,71,-2,58,62,0,6,0.0,29.2,29.92,2.6,31,9.0,63.2
285,2008-08-10,74,58,66,-7,52,58,0,1,0.0,29.31,30.02,8.4,2,9.0,60.5
286,2008-08-11,77,59,68,-5,57,61,0,3,0.0,29.3,30.02,3.9,5,6.3,67.9
287,2008-08-12,77,61,69,-4,57,62,0,4,0.0,29.17,29.9,3.3,10,3.8,65.4
288,2008-08-13,79,66,73,0,59,63,0,8,0.06,29.11,29.84,3.0,7,4.6,61.4
289,2008-08-14,79,63,71,-1,60,64,0,6,0.0,29.23,29.93,7.3,3,7.9,68.3
290,2008-08-15,78,61,70,-2,54,61,0,5,0.0,29.44,30.13,6.9,3,7.9,56.8
291,2008-08-16,83,58,71,-1,53,61,0,6,0.0,29.4,30.13,5.7,29,6.5,53.0
292,2008-08-17,84,63,74,2,60,65,0,9,0.0,29.28,30.01,7.9,26,8.0,61.9
293,2008-08-18,85,65,75,3,57,64,0,10,0.0,29.26,29.98,7.2,27,7.4,53.5
294,2008-08-19,82,63,73,2,64,67,0,8,0.0,29.38,30.08,5.9,4,6.7,73.4
295,2008-08-20,81,65,73,2,60,65,0,8,0.0,29.4,30.12,6.0,9,7.4,63.8
296,2008-08-21,82,68,75,4,61,66,0,10,0.0,29.31,30.03,6.5,15,8.4,61.7
297,2008-08-22,83,72,78,7,68,71,0,13,0.09,29.32,30.03,12.7,19,12.8,71.2
298,2008-08-23,87,68,78,7,66,70,0,13,0.0,29.31,30.02,7.6,25,9.4,66.5
299,2008-08-24,77,63,70,-1,57,62,0,5,0.0,29.34,30.05,7.7,3,9.7,63.5
300,2008-08-25,74,64,69,-1,54,60,0,4,0.0,29.36,30.08,11.1,5,11.4,58.6
301,2008-08-26,76,61,69,-1,54,60,0,4,0.0,29.29,30.03,7.7,7,8.4,58.6
302,2008-08-27,83,61,72,2,56,63,0,7,0.0,29.2,29.93,4.6,7,5.9,57.1
303,2008-08-28,80,63,72,2,64,67,0,7,0.06,29.1,29.82,5.7,19,6.7,76.1
304,2008-08-29,85,64,75,5,58,65,0,10,0.04,29.24,29.93,3.5,35,6.5,55.3
305,2008-08-30,87,56,72,2,55,62,0,7,0.0,29.39,30.09,2.6,24,3.8,55.2
306,2008-08-31,90,60,75,6,56,64,0,10,0.0,29.41,30.13,4.8,13,5.4,51.5
307,2008-09-01,90,62,76,8,54,63,0,11,0.0,29.37,30.09,7.0,14,7.7,46.5
308,2008-09-02,94,65,80,12,61,68,0,15,0.0,29.31,30.02,3.2,21,4.4,52.2
309,2008-09-03,77,66,72,4,60,64,0,7,0.02,29.31,30.02,9.8,1,10.4,66.2
310,2008-09-04,67,61,64,-4,61,62,1,0,2.9,29.08,29.82,11.6,3,12.4,89.8
311,2008-09-05,70,57,64,-3,56,59,1,0,0.0,29.22,29.93,5.9,34,6.9,74.9
312,2008-09-06,74,53,64,-3,54,58,1,0,0.01,29.28,29.98,4.9,27,5.3,69.7
313,2008-09-07,74,55,65,-2,51,57,0,0,0.0,29.35,30.06,6.4,26,6.6,60.8
314,2008-09-08,67,52,60,-6,52,55,5,0,1.23,29.41,30.11,4.6,34,6.2,74.6
315,2008-09-09,69,49,59,-7,45,52,6,0,0.0,29.45,30.17,3.9,36,6.4,59.6
316,2008-09-10,72,48,60,-6,48,54,5,0,0.0,29.47,30.21,4.3,14,5.1,64.4
317,2008-09-11,79,55,67,2,57,61,0,2,0.0,29.33,30.08,8.9,18,9.8,70.5
318,2008-09-12,73,69,71,6,67,68,0,6,0.37,29.22,29.96,6.0,22,6.8,86.8
319,2008-09-13,75,68,72,7,69,70,0,7,6.64,28.97,29.71,6.4,21,9.1,90.7
320,2008-09-14,72,58,65,1,61,62,0,0,1.44,28.97,29.67,7.7,31,10.1,87.0
321,2008-09-15,63,53,58,-6,51,55,7,0,0.0,29.41,30.1,5.7,34,6.1,77.9
322,2008-09-16,71,49,60,-4,50,55,5,0,0.0,29.47,30.19,5.3,23,5.8,69.3
323,2008-09-17,82,57,70,6,56,60,0,5,0.0,29.46,30.18,2.1,29,7.0,61.0
324,2008-09-18,74,56,65,1,55,60,0,0,0.0,29.56,30.28,6.1,9,7.2,70.3
325,2008-09-19,77,54,66,3,54,59,0,1,0.0,29.47,30.2,5.8,19,6.0,65.1
326,2008-09-20,82,56,69,7,57,61,0,4,0.0,29.46,30.17,1.7,16,2.9,65.4
327,2008-09-21,80,58,69,7,61,64,0,4,0.0,29.55,30.26,3.8,5,4.2,75.4
328,2008-09-22,81,61,71,9,59,64,0,6,0.0,29.59,30.31,6.9,11,8.0,65.7
329,2008-09-23,82,59,71,10,57,62,0,6,0.0,29.56,30.29,7.0,15,7.7,61.2
330,2008-09-24,82,57,70,9,59,63,0,5,0.2,29.54,30.27,2.6,23,4.6,68.1
331,2008-09-25,77,63,70,9,61,64,0,5,0.0,29.54,30.27,6.9,4,7.5,73.1
332,2008-09-26,79,59,69,9,55,60,0,4,0.0,29.42,30.16,3.0,6,4.3,60.9
333,2008-09-27,81,53,67,7,54,60,0,2,0.0,29.33,30.06,1.0,3,2.7,63.1
334,2008-09-28,68,57,63,4,57,60,2,0,0.0,29.41,30.13,7.2,4,7.8,80.9
335,2008-09-29,64,54,59,0,55,57,6,0,0.82,29.26,30.0,3.5,33,4.8,86.7
336,2008-09-30,59,48,54,-5,44,49,11,0,0.0,29.21,29.95,11.4,31,11.5,69.1
337,2008-10-01,61,46,54,-4,40,47,11,0,0.0,29.24,29.97,11.2,33,11.1,58.9
338,2008-10-02,61,42,52,-6,40,47,13,0,0.0,29.18,29.91,8.7,28,9.2,63.3
339,2008-10-03,60,44,52,-5,42,47,13,0,0.01,29.34,30.05,6.5,3,7.7,68.9
340,2008-10-04,61,38,50,-7,38,45,15,0,0.0,29.51,30.23,3.2,11,4.4,63.1
341,2008-10-05,61,41,51,-6,43,48,14,0,0.06,29.51,30.25,5.6,11,6.6,73.7
342,2008-10-06,69,54,62,6,47,54,3,0,0.0,29.49,30.23,10.5,11,10.7,57.6
343,2008-10-07,63,56,60,4,52,56,5,0,0.8,29.24,30.01,10.3,13,11.3,74.6
344,2008-10-08,64,50,57,1,51,54,8,0,0.19,29.13,29.85,7.5,26,8.1,80.5
345,2008-10-09,69,47,58,3,38,49,7,0,0.0,29.36,30.05,5.5,29,5.8,47.2
346,2008-10-10,72,42,57,2,42,50,8,0,0.0,29.47,30.18,4.8,11,6.7,57.3
347,2008-10-11,79,51,65,11,50,57,0,0,0.0,29.52,30.24,4.2,14,5.0,58.4
348,2008-10-12,84,57,71,17,56,61,0,6,0.0,29.55,30.27,4.3,15,5.1,58.8
349,2008-10-13,77,61,69,16,58,63,0,4,0.0,29.47,30.21,7.7,20,8.1,67.6
350,2008-10-14,69,53,61,8,43,51,4,0,0.0,29.49,30.22,2.0,30,6.8,51.5
351,2008-10-15,63,47,55,2,50,53,10,0,0.3,29.34,30.06,4.2,32,6.3,83.1
352,2008-10-16,59,43,51,-1,38,44,14,0,0.0,29.52,30.25,6.1,35,7.5,60.6
353,2008-10-17,57,43,50,-2,39,44,15,0,0.0,29.53,30.26,6.2,36,7.2,65.8
354,2008-10-18,60,43,52,1,40,45,13,0,0.05,29.58,30.32,2.1,7,6.1,63.3
355,2008-10-19,62,40,51,0,37,45,14,0,0.0,29.49,30.24,12.0,19,12.4,58.5
356,2008-10-20,55,43,49,-1,42,46,16,0,0.18,29.48,30.21,4.0,31,7.6,77.1
357,2008-10-21,55,38,47,-3,35,42,18,0,0.0,29.64,30.37,7.1,2,8.7,63.1
358,2008-10-22,52,35,44,-6,30,40,21,0,0.0,29.65,30.39,12.1,12,13.1,57.5
359,2008-10-23,58,41,50,1,36,44,15,0,0.16,29.5,30.27,11.5,12,11.8,58.3
360,2008-10-24,54,44,49,0,44,47,16,0,0.32,29.18,29.96,5.3,19,6.1,83.2
361,2008-10-25,53,43,48,0,40,44,17,0,0.0,29.02,29.77,11.9,22,12.3,73.4
362,2008-10-26,56,37,47,-1,32,41,18,0,0.0,29.1,29.8,17.2,27,17.8,55.9
363,2008-10-27,47,33,40,-8,27,35,25,0,0.0,29.51,30.2,13.7,31,14.4,59.5
364,2008-10-28,45,31,38,-9,23,33,27,0,0.0,29.54,30.29,10.5,30,10.9,54.5
365,2008-10-29,51,32,42,-5,24,34,23,0,0.0,29.47,30.21,3.7,32,6.2,48.6
366,2008-10-30,62,31,47,1,32,41,18,0,0.0,29.57,30.31,10.5,19,10.4,55.9
367,2008-10-31,70,48,59,13,46,51,6,0,0.0,29.57,30.3,5.7,22,7.4,62.1
368,2009-05-01,60,46,53,0,40,47,12,0,0.02,29.26,29.98,8.4,29,8.5,60.9
369,2009-05-02,66,44,55,1,33,45,10,0,0.0,29.21,29.94,8.8,26,9.2,43.2
370,2009-05-03,70,43,57,3,34,47,8,0,0.0,29.19,29.92,3.9,26,4.9,41.7
371,2009-05-04,70,43,57,3,34,47,8,0,0.0,29.31,30.02,6.5,9,7.6,41.7
372,2009-05-05,71,49,60,5,40,50,5,0,0.0,29.22,29.95,5.5,13,6.0,47.2
373,2009-05-06,75,51,63,8,51,55,2,0,0.67,29.05,29.79,6.5,19,8.1,65.1
374,2009-05-07,77,56,67,12,52,57,0,2,0.19,29.01,29.73,8.5,25,10.3,58.7
375,2009-05-08,77,53,65,9,53,58,0,0,0.02,28.94,29.68,4.9,21,6.0,65.4
376,2009-05-09,63,46,55,-1,44,48,10,0,0.0,29.19,29.87,6.8,29,11.8,66.4
377,2009-05-10,67,40,54,-2,39,46,11,0,0.0,29.41,30.11,4.7,30,8.4,56.9
378,2009-05-11,61,39,50,-7,35,44,15,0,0.0,29.47,30.2,0.7,8,4.6,56.3
379,2009-05-12,71,39,55,-2,34,47,10,0,0.0,29.38,30.13,9.5,16,9.6,44.8
380,2009-05-13,70,53,62,4,56,58,3,0,0.55,29.01,29.76,14.4,19,16.4,80.3
381,2009-05-14,68,53,61,3,44,52,4,0,0.0,29.31,30.0,10.5,27,10.7,53.6
382,2009-05-15,61,52,57,-1,51,54,8,0,0.39,29.28,30.0,6.0,16,8.8,80.5
383,2009-05-16,62,45,54,-5,40,49,11,0,0.0,29.36,30.05,11.0,29,12.5,58.9
384,2009-05-17,63,39,51,-8,27,42,14,0,0.0,29.6,30.32,0.2,33,6.2,39.0
385,2009-05-18,66,40,53,-7,33,45,12,0,0.0,29.54,30.29,9.6,19,9.9,46.5
386,2009-05-19,80,52,66,6,44,55,0,1,0.0,29.48,30.21,13.5,21,13.8,45.0
387,2009-05-20,84,61,73,12,44,57,0,8,0.0,29.4,30.13,14.4,20,14.6,35.4
388,2009-05-21,84,60,72,11,49,59,0,7,0.0,29.38,30.09,7.8,23,12.8,44.1
389,2009-05-22,69,53,61,0,46,53,4,0,0.0,29.46,30.18,10.4,4,10.7,57.8
390,2009-05-23,80,50,65,4,50,57,0,0,0.0,29.33,30.06,4.5,7,5.7,58.4
391,2009-05-24,71,55,63,1,46,53,2,0,0.0,29.34,30.07,10.4,4,11.0,53.9
392,2009-05-25,67,54,61,-1,43,51,4,0,0.04,29.28,30.02,10.3,6,10.8,51.5
393,2009-05-26,74,53,64,2,51,55,1,0,1.73,29.08,29.82,7.5,5,7.8,62.7
394,2009-05-27,73,55,64,2,58,60,1,0,0.02,28.95,29.68,3.6,24,7.2,80.5
395,2009-05-28,62,54,58,-5,51,54,7,0,0.0,29.06,29.76,6.8,30,8.1,77.9
396,2009-05-29,74,50,62,-2,49,55,3,0,0.0,29.17,29.88,2.7,32,6.9,62.0
397,2009-05-30,79,50,65,1,46,54,0,0,0.0,29.09,29.81,2.9,27,6.8,50.3
398,2009-05-31,73,45,59,-5,41,50,6,0,0.0,29.21,29.94,2.7,10,4.6,51.2
399,2009-06-01,78,51,65,1,53,57,0,0,0.44,29.19,29.89,1.2,34,11.1,65.4
400,2009-06-02,60,48,54,-10,46,50,11,0,0.12,29.36,30.09,7.4,3,8.0,74.5
401,2009-06-03,61,43,52,-12,39,46,13,0,0.0,29.42,30.15,10.5,4,10.7,61.2
402,2009-06-04,68,42,55,-9,37,48,10,0,0.0,29.31,30.05,4.7,4,5.9,50.6
403,2009-06-05,79,44,62,-3,44,54,3,0,0.0,29.18,29.91,5.8,26,6.7,51.6
404,2009-06-06,63,51,57,-9,45,50,8,0,0.02,29.2,29.93,6.2,5,7.7,64.0
405,2009-06-07,73,52,63,-3,53,57,2,0,0.04,29.14,29.87,2.7,8,6.9,70.1
406,2009-06-08,80,52,66,0,60,63,0,1,0.45,29.06,29.77,5.9,24,9.2,81.2
407,2009-06-09,67,55,61,-5,53,56,4,0,0.0,29.23,29.94,4.0,6,6.3,75.1
408,2009-06-10,67,54,61,-6,49,53,4,0,0.01,29.15,29.89,8.0,5,8.7,64.5
409,2009-06-11,64,53,59,-8,51,54,6,0,0.01,29.11,29.83,10.2,3,10.3,75.0
410,2009-06-12,74,49,62,-6,49,55,3,0,0.0,29.24,29.95,4.4,7,5.8,62.0
411,2009-06-13,68,54,61,-7,51,55,4,0,0.33,29.28,30.0,5.9,5,6.7,69.9
412,2009-06-14,77,51,64,-4,48,57,1,0,0.0,29.29,30.01,4.5,4,4.7,56.0
413,2009-06-15,81,53,67,-1,49,58,0,2,0.0,29.28,30.01,5.5,9,6.4,52.4
414,2009-06-16,71,59,65,-4,55,60,0,0,1.23,29.15,29.89,11.2,10,11.8,70.3
415,2009-06-17,71,61,66,-3,59,62,0,1,0.0,29.16,29.88,3.0,36,6.2,78.1
416,2009-06-19,86,65,76,6,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,73.7
417,2009-06-20,87,68,78,8,65,70,0,13,0.0,29.08,29.76,8.3,29,8.6,64.0
418,2009-06-21,84,70,77,7,63,68,0,12,0.01,29.12,29.82,2.8,7,3.9,61.9
419,2009-06-22,89,68,79,9,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,66.6
420,2009-06-23,94,71,83,13,69,73,0,18,0.0,29.16,29.87,1.8,14,3.5,63.0
421,2009-06-24,94,75,85,14,68,73,0,20,0.04,29.16,29.87,1.9,22,5.8,57.0
422,2009-06-25,94,75,85,14,69,73,0,20,0.0,29.08,29.8,2.4,32,4.9,59.1
423,2009-06-26,86,69,78,7,60,67,0,13,0.0,29.2,29.85,6.4,4,8.2,54.0
424,2009-06-27,89,62,76,5,61,67,0,11,0.3,29.1,29.82,5.1,21,6.9,59.8
425,2009-06-28,83,66,75,4,53,62,0,10,0.0,29.0,29.73,13.2,29,13.6,46.3
426,2009-06-29,77,63,70,-1,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7,56.8
427,2009-06-30,66,59,63,-9,53,57,2,0,0.0,28.95,29.65,8.9,30,9.1,70.1
428,2009-07-01,65,57,61,-11,52,56,4,0,0.0,29.07,29.77,8.2,32,8.7,72.2
429,2009-07-02,73,59,66,-6,54,60,0,1,0.0,29.26,29.95,8.4,31,8.8,65.1
430,2009-07-03,79,63,71,-1,56,62,0,6,0.0,29.36,30.06,1.2,34,5.8,58.8
431,2009-07-04,69,59,64,-8,58,61,1,0,0.2,29.26,29.99,1.8,13,3.8,80.5
432,2009-07-05,81,57,69,-3,58,63,0,4,0.05,29.2,29.92,0.7,34,2.4,67.6
433,2009-07-06,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,51.2
434,2009-07-07,77,59,68,-4,54,60,0,3,0.0,29.18,29.89,5.9,7,7.0,60.8
435,2009-07-08,65,61,63,-10,56,59,2,0,0.06,29.28,29.99,6.8,6,7.0,77.8
436,2009-07-09,79,59,69,-4,57,63,0,4,0.0,29.35,30.07,5.8,11,6.9,65.4
437,2009-07-10,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,73.4
438,2009-07-11,85,63,74,1,59,65,0,9,0.25,29.34,30.04,4.8,31,7.0,59.6
439,2009-07-12,82,58,70,-3,51,60,0,5,0.0,29.35,30.07,2.9,29,5.7,51.1
440,2009-07-13,79,61,70,-3,46,57,0,5,0.0,29.36,30.07,4.8,7,5.8,42.3
441,2009-07-14,80,55,68,-5,51,59,0,3,0.0,29.34,30.07,6.7,16,7.5,54.7
442,2009-07-15,85,65,75,1,62,67,0,10,0.68,29.18,29.9,10.0,24,12.4,64.1
443,2009-07-16,80,64,72,-2,56,62,0,7,0.0,29.17,29.89,9.9,28,10.8,57.1
444,2009-07-17,70,57,64,-10,51,56,1,0,0.0,29.15,29.87,10.6,30,10.8,62.7
445,2009-07-18,72,57,65,-9,52,57,0,0,0.0,29.31,30.01,8.1,31,8.2,62.8
446,2009-07-19,71,57,64,-10,52,58,1,0,0.0,29.39,30.11,1.3,36,4.0,64.8
447,2009-07-20,76,55,66,-8,55,60,0,1,0.0,29.36,30.09,5.1,9,5.5,67.7
448,2009-07-21,80,58,69,-5,57,62,0,4,0.04,29.28,30.01,3.1,13,5.8,65.4
449,2009-07-22,78,63,71,-3,61,64,0,6,0.0,29.23,29.95,3.5,3,5.0,70.5
450,2009-07-23,82,62,72,-2,58,63,0,7,0.0,29.21,29.93,2.6,32,5.0,61.3
451,2009-07-24,83,61,72,-2,59,64,0,7,0.14,29.08,29.83,8.9,23,9.8,63.7
452,2009-07-25,81,66,74,0,58,64,0,9,0.0,29.02,29.73,10.6,28,11.1,57.3
453,2009-07-26,82,63,73,-1,58,64,0,8,0.0,29.13,29.82,8.0,29,8.6,59.1
454,2009-07-27,84,64,74,0,61,66,0,9,0.02,29.13,29.86,9.3,23,10.1,63.9
455,2009-07-28,84,66,75,1,60,66,0,10,0.01,29.08,29.78,6.4,28,8.0,59.7
456,2009-07-29,81,62,72,-2,51,59,0,7,0.0,29.13,29.84,4.2,35,7.1,47.7
457,2009-07-30,79,59,69,-5,57,62,0,4,0.0,29.15,29.85,4.4,23,5.5,65.4
458,2009-07-31,81,58,70,-4,54,61,0,5,0.0,29.23,29.94,6.2,26,7.3,56.8
459,2009-08-01,75,61,68,-5,59,62,0,3,0.0,29.18,29.91,11.6,22,11.4,72.9
460,2009-08-02,78,57,68,-5,51,59,0,3,0.0,29.2,29.93,6.8,25,9.6,54.7
461,2009-08-03,84,67,76,3,60,66,0,11,0.07,29.1,29.82,12.2,21,12.4,58.0
462,2009-08-04,85,67,76,3,61,67,0,11,0.0,29.17,29.87,2.5,2,5.8,59.8
463,2009-08-05,79,61,70,-3,54,61,0,5,0.0,29.34,30.05,2.9,6,4.2,56.8
464,2009-08-06,82,60,71,-2,51,60,0,6,0.0,29.39,30.09,1.4,6,5.4,49.2
465,2009-08-07,74,64,69,-4,59,63,0,4,0.33,29.36,30.09,7.3,15,7.8,70.3
466,2009-08-08,89,68,79,6,70,73,0,14,0.02,29.2,29.92,12.9,21,13.6,74.0
467,2009-08-09,91,77,84,11,71,74,0,19,0.18,29.23,29.94,11.6,23,12.9,65.1
468,2009-08-10,85,70,78,5,65,69,0,13,0.0,29.24,29.95,6.9,26,7.2,64.0
469,2009-08-11,82,62,72,-1,61,66,0,7,0.0,29.3,30.0,6.3,2,8.0,68.4
470,2009-08-12,83,60,72,-1,55,62,0,7,0.0,29.39,30.09,3.7,4,5.9,55.2
471,2009-08-13,86,60,73,0,55,63,0,8,0.0,29.38,30.1,1.5,14,3.8,53.2
472,2009-08-14,88,63,76,4,59,66,0,11,0.0,29.38,30.1,5.4,21,5.7,55.8
473,2009-08-15,89,67,78,6,61,67,0,13,0.0,29.32,30.04,8.7,19,8.9,55.7
474,2009-08-16,88,70,79,7,67,70,0,14,0.63,29.27,29.99,9.5,20,10.2,66.6
475,2009-08-17,83,70,77,5,68,70,0,12,0.33,29.28,30.0,4.6,22,5.8,73.8
476,2009-08-18,83,65,74,2,59,65,0,9,0.0,29.28,29.99,7.5,27,8.1,59.6
477,2009-08-19,83,59,71,0,60,65,0,6,0.35,29.08,29.83,5.7,16,8.7,68.3
478,2009-08-20,78,64,71,0,61,65,0,6,0.07,28.93,29.66,12.1,23,12.5,70.5
479,2009-08-21,73,59,66,-5,58,61,0,1,0.16,29.07,29.75,7.7,27,10.7,75.1
480,2009-08-22,68,57,63,-8,52,56,2,0,0.0,29.31,30.0,7.8,1,9.4,67.3
481,2009-08-23,74,56,65,-6,53,58,0,0,0.0,29.38,30.09,2.7,2,6.4,65.4
482,2009-08-24,79,54,67,-4,56,61,0,2,0.0,29.41,30.13,3.8,21,5.1,67.8
483,2009-08-25,83,59,71,1,61,65,0,6,0.0,29.33,30.05,9.1,21,9.2,70.5
484,2009-08-26,73,62,68,-2,62,64,0,3,0.93,29.36,30.08,5.2,2,7.8,81.3
485,2009-08-27,67,61,64,-6,60,61,1,0,0.95,29.36,30.08,9.1,7,9.7,87.0
486,2009-08-28,68,60,64,-6,61,62,1,0,0.22,29.18,29.93,3.4,2,5.7,89.8
487,2009-08-29,69,56,63,-7,51,56,2,0,0.02,29.18,29.89,11.4,31,11.8,65.1
488,2009-08-30,66,51,59,-11,47,52,6,0,0.0,29.44,30.14,8.2,1,9.3,64.2
489,2009-08-31,68,49,59,-10,44,52,6,0,0.0,29.55,30.27,4.8,3,6.0,57.6
490,2009-09-01,72,47,60,-8,47,53,5,0,0.0,29.57,30.31,3.3,4,3.4,61.8
491,2009-09-02,73,50,62,-6,50,56,3,0,0.0,29.51,30.25,4.1,6,5.1,64.6
492,2009-09-03,75,56,66,-2,54,59,0,1,0.0,29.42,30.16,4.7,5,6.0,65.1
493,2009-09-04,75,54,65,-3,54,59,0,0,0.0,29.44,30.15,3.6,4,4.1,67.6
494,2009-09-05,78,54,66,-1,57,61,0,1,0.0,29.49,30.21,4.3,4,5.3,72.7
495,2009-09-06,77,61,69,2,59,63,0,4,0.03,29.47,30.19,4.2,5,5.3,70.3
496,2009-09-08,78,60,69,3,60,63,0,4,0.0,29.36,30.07,6.6,3,7.3,73.0
497,2009-09-09,78,65,72,6,63,65,0,7,0.0,29.42,30.14,6.1,6,6.9,73.3
498,2009-09-10,81,64,73,7,62,65,0,8,0.0,29.48,30.2,6.0,6,6.8,68.5
499,2009-09-11,80,61,71,6,59,63,0,6,0.0,29.44,30.17,5.1,7,5.6,65.7
500,2009-09-12,79,58,69,4,60,63,0,4,0.0,29.41,30.14,3.7,3,4.8,73.0
501,2009-09-13,80,58,69,4,54,60,0,4,0.0,29.39,30.12,1.5,7,3.0,58.6
502,2009-09-14,84,58,71,7,55,61,0,6,0.0,29.34,30.07,0.1,33,2.1,56.9
503,2009-09-15,82,64,73,9,59,63,0,8,0.0,29.36,30.07,6.2,2,7.8,61.4
504,2009-09-16,71,59,65,1,54,59,0,0,0.0,29.49,30.2,11.0,5,11.4,67.6
505,2009-09-17,72,50,61,-3,52,56,4,0,0.0,29.45,30.18,3.4,5,4.2,72.2
506,2009-09-18,79,50,65,1,55,59,0,0,0.0,29.46,30.18,5.1,2,6.4,70.3
507,2009-09-19,76,55,66,3,55,59,0,1,0.0,29.48,30.21,3.2,10,5.9,67.7
508,2009-09-20,73,54,64,2,56,60,1,0,0.75,29.28,30.04,6.4,7,7.9,74.9
509,2009-09-21,67,60,64,2,59,61,1,0,0.0,29.26,29.98,3.5,23,4.6,83.7
510,2009-09-22,77,59,68,6,65,67,0,3,0.0,29.28,29.98,5.2,17,7.7,89.9
511,2009-09-23,76,62,69,8,62,64,0,4,0.0,29.42,30.12,0.6,32,4.0,78.3
512,2009-09-24,73,64,69,8,63,65,0,4,0.0,29.44,30.16,4.3,6,4.7,80.9
513,2009-09-25,70,60,65,4,57,60,0,0,0.16,29.39,30.12,5.4,11,7.3,75.5
514,2009-09-26,69,55,62,2,56,59,3,0,0.0,29.15,29.91,4.0,27,4.6,80.3
515,2009-09-27,74,50,62,2,53,57,3,0,0.08,28.84,29.59,8.2,22,10.2,72.3
516,2009-09-28,62,49,56,-3,42,49,9,0,0.01,28.91,29.61,20.3,29,20.7,59.6
517,2009-09-29,60,48,54,-5,42,48,11,0,0.0,29.28,29.96,9.0,33,10.3,64.0
518,2009-09-30,62,47,55,-4,40,47,10,0,0.0,29.39,30.11,5.7,3,6.8,56.6
519,2009-10-01,59,41,50,-8,46,49,15,0,0.89,29.13,29.9,9.1,13,9.5,86.2
520,2009-10-02,56,47,52,-6,46,48,13,0,0.21,28.8,29.55,10.5,21,12.0,80.1
521,2009-10-03,57,47,52,-5,47,49,13,0,0.11,29.02,29.7,6.9,26,7.4,82.9
522,2009-10-04,60,45,53,-4,43,47,12,0,0.0,29.28,29.98,9.0,28,9.2,68.5
523,2009-10-05,62,43,53,-4,42,47,12,0,0.0,29.29,30.03,1.8,8,5.4,66.2
524,2009-10-06,61,49,55,-1,47,51,10,0,0.03,28.9,29.65,8.8,24,14.9,74.1
525,2009-10-07,60,45,53,-3,39,46,12,0,0.0,29.24,29.95,9.2,26,10.8,58.8
526,2009-10-08,53,45,49,-7,46,48,16,0,0.12,29.18,29.92,3.3,21,4.8,89.7
527,2009-10-09,52,39,46,-9,43,45,19,0,0.46,29.21,29.93,9.4,34,10.0,89.0
528,2009-10-10,48,31,40,-15,30,35,25,0,0.0,29.49,30.21,7.4,28,7.7,67.4
529,2009-10-11,44,29,37,-17,22,32,28,0,0.0,29.6,30.35,1.5,33,5.0,54.0
530,2009-10-12,48,41,45,-9,36,41,20,0,0.02,29.44,30.18,0.6,19,3.8,70.5
531,2009-10-13,47,34,41,-12,32,38,24,0,0.0,29.6,30.35,8.5,1,10.0,70.1
532,2009-10-14,48,42,45,-8,36,41,20,0,0.03,29.4,30.17,11.0,9,11.5,70.5
533,2009-10-15,44,41,43,-10,38,40,22,0,0.29,29.26,30.0,8.2,6,9.1,82.2
534,2009-10-16,45,39,42,-10,36,39,23,0,0.04,29.41,30.13,8.2,35,8.2,78.7
535,2009-10-17,52,36,44,-8,33,39,21,0,0.0,29.57,30.3,8.0,34,8.2,65.1
536,2009-10-18,53,31,42,-9,33,39,23,0,0.0,29.49,30.25,6.1,21,6.9,70.2
537,2009-10-19,65,44,55,4,41,47,10,0,0.0,29.25,30.0,11.4,21,11.5,59.0
538,2009-10-20,62,48,55,5,48,52,10,0,0.03,29.31,30.03,4.0,19,5.3,77.2
